frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_13,away_x_16,away_x_19,away_x_2,away_x_21,away_x_22,away_x_3,away_x_4,away_x_5,away_x_6,away_x_7,away_x_8,away_x_9,away_y_1,away_y_10,away_y_11,away_y_13,away_y_16,away_y_19,away_y_2,away_y_21,away_y_22,away_y_3,away_y_4,away_y_5,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_10,home_x_14,home_x_15,home_x_17,home_x_19,home_x_2,home_x_20,home_x_21,home_x_22,home_x_23,home_x_25,home_x_3,home_x_4,home_x_5,home_x_7,home_x_8,home_y_10,home_y_14,home_y_15,home_y_17,home_y_19,home_y_2,home_y_20,home_y_21,home_y_22,home_y_23,home_y_25,home_y_3,home_y_4,home_y_5,home_y_7,home_y_8,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
55734,10502,50497,28.01,1,6630696,SH,OTB,37,Virgil van Dijk,4,0,MCB,49.16,9.31,50.401,43.935,NA,47.225,NA,NA,46.969,46.44,NA,47.235,45.54,46.377,46.592,NA,47.473,44.458,0.475,6.223,NA,-2.211,NA,NA,11.756,1.553,NA,2.897,-4.163,0.427,8.099,NA,6.484,20.165,1,43.193,38.782,33.117,24.316,NA,31.701,NA,41.648,45.793,-25,NA,NA,46.873,50.034,NA,52.079,13.383,18.742,-9.701,12.432,NA,-3.586,NA,27.003,-4.704,1.008,NA,NA,3.221,10.104,NA,33.189,23,FALSE,no_data,1,28,OTB,TRUE,NA,NA,37,Virgil van Dijk,NA,NA,S,FALSE,FALSE,B,FALSE
55734,10502,50498,28.01,1,6630696,SH,OTB,37,Virgil van Dijk,4,0,MCB,49.16,9.31,50.401,43.935,NA,47.225,NA,NA,46.969,46.44,NA,47.235,45.54,46.377,46.592,NA,47.473,44.458,0.475,6.223,NA,-2.211,NA,NA,11.756,1.553,NA,2.897,-4.163,0.427,8.099,NA,6.484,20.165,1,43.193,38.782,33.117,24.316,NA,31.701,NA,41.648,45.793,-25,NA,NA,46.873,50.034,NA,52.079,13.383,18.742,-9.701,12.432,NA,-3.586,NA,27.003,-4.704,1.008,NA,NA,3.221,10.104,NA,33.189,23,FALSE,no_data,1,28,OTB,TRUE,NA,NA,37,Virgil van Dijk,NA,NA,S,FALSE,FALSE,B,FALSE
55734,10502,50499,28.01,1,6630696,SH,OTB,37,Virgil van Dijk,4,0,MCB,49.16,9.31,50.401,43.935,NA,47.225,NA,NA,46.969,46.44,NA,47.235,45.54,46.377,46.592,NA,47.473,44.458,0.475,6.223,NA,-2.211,NA,NA,11.756,1.553,NA,2.897,-4.163,0.427,8.099,NA,6.484,20.165,1,43.193,38.782,33.117,24.316,NA,31.701,NA,41.648,45.793,-25,NA,NA,46.873,50.034,NA,52.079,13.383,18.742,-9.701,12.432,NA,-3.586,NA,27.003,-4.704,1.008,NA,NA,3.221,10.104,NA,33.189,23,FALSE,no_data,1,28,OTB,TRUE,NA,NA,37,Virgil van Dijk,NA,NA,S,FALSE,FALSE,B,FALSE
81112,10502,76023,42.12,1,6630994,SH,OTB,1336,Timothy Weah,21,0,RW,-36.03,13.92,25,-37.054,NA,-9.197,NA,NA,-27.331,-36.926,NA,-11.36,-32.058,-26.819,-24.369,NA,-37.47,-37.859,2.63,-12.383,NA,4.394,NA,NA,27.109,12.439,NA,14.712,13.049,-4.302,29.777,NA,0.544,4.722,1,-39.573,-24.189,-37.715,-32.825,NA,-39.263,NA,-37.457,-38.587,-48.893,NA,NA,-36.298,-35.92,NA,-29.145,-7.296,12.958,6.363,27.853,NA,3.127,NA,11.637,0.514,1.277,NA,NA,19.529,14.167,NA,-4.212,23,FALSE,no_data,1,42.1,OTB,FALSE,NA,NA,1336,Timothy Weah,11241,Andries Noppert,V,FALSE,FALSE,S,FALSE
84442,10502,79353,43.98,1,6631078,SH,OTB,8343,Sergiño Dest,2,0,RB,-39.92,6.37,25.892,-38.645,NA,-2.669,NA,NA,-21.388,-41.253,NA,-4.274,-19.572,-18.928,-28.651,NA,-39.256,-40.302,-0.045,-5.725,NA,-4.569,NA,NA,14.537,9.657,NA,10.946,4.377,-14.862,-3.667,NA,7.426,1.207,1,-39.372,-29.824,-36.922,-41.683,NA,-41.03,NA,-36.932,-36.495,-48.918,NA,NA,-41.208,-39.22,NA,-21.078,-6.236,4.116,3.727,8.083,NA,1.021,NA,9.77,-5.385,1.947,NA,NA,5.385,7.087,NA,-0.97,23,FALSE,no_data,1,43.88,OTB,FALSE,NA,NA,8343,Sergiño Dest,NA,NA,S,FALSE,FALSE,C,FALSE
87364,10502,82275,45.6,1,6631138,SH,OTB,8026,Daley Blind,17,1,LWB,44.58,-0.37,51.134,31.357,NA,46.374,NA,NA,42.572,31.108,NA,45.847,48.791,44.813,42.498,NA,34.507,36.827,-1.662,-19.68,NA,-4.825,NA,NA,1.993,3.702,NA,-0.727,-15.884,-15.679,-9.896,NA,-9.221,-25.062,1,45.824,38.626,34.059,26.941,NA,29.319,NA,41.226,48.838,-25.497,NA,NA,13.308,15.844,NA,42.89,1.671,-20.956,-22.454,-1.308,NA,-20.098,NA,0.916,-19.211,-4.05,NA,NA,-14.966,-1.569,NA,-7.261,23,FALSE,no_data,1,45.6,OTB,TRUE,NA,NA,8026,Daley Blind,940,Matt Turner,F,FALSE,FALSE,G,TRUE
97301,10502,91023,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91024,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91025,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91026,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91027,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91028,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91029,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97301,10502,91030,48.76,2,6630004,SH,OTB,1334,Weston McKennie,8,0,CM,45.03,5.34,25,-47.492,NA,-44.928,NA,NA,-23.957,-48.046,NA,-45.242,-34.277,-25.32,-35.664,-44.753,-38.11,NA,-0.671,11.217,NA,-2.506,NA,NA,0.09,7.738,NA,0.962,1.207,-4.27,-7.489,-5.037,-7.573,NA,1,-44.931,NA,NA,-46.551,NA,-45.352,-43.899,-48.321,-46.201,-51.634,NA,NA,-45.352,-45.352,-46.551,-44.232,-2.114,NA,NA,-5.291,NA,-0.851,-1.929,4.897,-1.925,-0.397,NA,NA,-0.851,-0.851,-5.291,-2.004,23,FALSE,no_data,2,48.75,OTB,FALSE,NA,NA,1334,Weston McKennie,NA,NA,S,FALSE,FALSE,B,FALSE
97336,10502,91073,48.78,2,6630017,SH,OTB,1971,Tim Ream,13,0,LCB,49.3,2.92,25,-48.091,NA,-47.784,NA,NA,-24.043,-48.128,NA,-44.878,-33.1,-25.467,-35.572,-48.303,-38.899,NA,-1.031,10.895,NA,-3.348,NA,NA,0.105,6.894,NA,0.536,0.617,-6.089,-7.43,-8.408,-8.709,NA,1,-45.088,NA,NA,-46.769,NA,-45.747,-43.973,-49.969,-46.553,-50.92,NA,NA,-45.747,-45.747,-46.769,-44.355,-1.797,NA,NA,-5.135,NA,-0.944,-2.173,4.568,-2.288,-2.29,NA,NA,-0.944,-0.944,-5.135,-1.639,23,FALSE,no_data,2,48.77,OTB,FALSE,NA,NA,1971,Tim Ream,11241,Andries Noppert,V,FALSE,FALSE,L,FALSE
97586,10502,91323,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91324,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91325,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91326,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91327,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91328,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91329,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
97586,10502,91330,48.92,2,6630037,SH,OTB,1334,Weston McKennie,8,0,CM,45.67,8.31,25,-29.601,NA,-36.087,NA,NA,-33.316,-28.97,NA,-43.387,-37.307,-14.559,-23.714,-41.669,-27.565,NA,0.434,19.291,NA,-4.9,NA,NA,7.618,15.424,NA,-10.278,27.504,-2.336,-7.01,0.691,-1.899,NA,1,-39.257,NA,NA,-39.904,NA,-41.598,-36.817,-33.912,-42.237,-50.661,NA,NA,-41.914,-41.714,-39.904,-36.998,2.173,NA,NA,3.344,NA,0.269,1.335,16.858,-0.791,0.188,NA,NA,0.268,-0.01,3.344,1.921,23,FALSE,no_data,2,48.92,OTB,FALSE,NA,NA,1334,Weston McKennie,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
